SPECIES;DETERMINED AS;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ;;
Mammuthus columbi;Mammuthus columbi;LACM loc. 1087, Chandler Sand Pit;34;-118.199997;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;LACM loc. 1087, Chandler Sand Pit;34;-118.199997;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;LACM loc. 1087, Chandler Sand Pit;34;-118.199997;0.126;0.0117;;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Monument (Good Creek);34;-99.800003;1.8;0.3;64-11;;Irvingtonian;;US;Texas;J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.;;;
Mammuthus columbi;Mammuthus imperator;Monument (Good Creek);34;-99.800003;1.8;0.3;;;Irvingtonian;;US;;J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Monument (Good Creek);34;-99.800003;1.8;0.3;;;Irvingtonian;;US;Texas;J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.;;;
Mammuthus columbi;Mammuthus columbi;Smith Ranch (Good Creek);34;-99.800003;0.075;0.011;5-1;;Wisconsinan;;US;Texas;W. W. Dalquest. 1962. The Good Creek Formation, Pleistocene of Texas, and Its Fauna. Journal of Paleontology 36(3);;;
Mammuthus columbi;Mammuthus imperator;Smith Ranch (Good Creek);34;-99.800003;1.8;0.3;;;Irvingtonian;;US;;W. W. Dalquest. 1962. The Good Creek Formation, Pleistocene of Texas, and Its Fauna. Journal of Paleontology 36(3);;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Smith Ranch (Good Creek);34;-99.800003;1.8;0.3;;;Irvingtonian;;US;Texas;W. W. Dalquest. 1962. The Good Creek Formation, Pleistocene of Texas, and Its Fauna. Journal of Paleontology 36(3);;;
Mammuthus columbi;Mammuthus imperator;East Running Springs;34.04776;-120.423393;0.126;0.0117;5-1;;Late Pleistocene;;US;;J.S. Pigati, D.R. Muhs, and JP McGeehin. 2017. On the importance of stratigraphic control for vertebrate fossil sites in\r\nChannel Islands National Park, California, USA: Examples from new\r\nMammuthus finds on San Miguel Island. Quaternary Research 443:129-139;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;East Running Springs;34.04776;-120.423393;0.126;0.0117;;;Late Pleistocene;;US;California;J.S. Pigati, D.R. Muhs, and JP McGeehin. 2017. On the importance of stratigraphic control for vertebrate fossil sites in\r\nChannel Islands National Park, California, USA: Examples from new\r\nMammuthus finds on San Miguel Island. Quaternary Research 443:129-139;;;
Mammuthus columbi;Mammuthus columbi;East Running Springs, San Miguel Island;34.04776;-120.423393;0.02;0.017;2;K;Late Pleistocene;;US;California;J.S. Pigati, D.R. Muhs, and JP McGeehin. 2017. On the importance of stratigraphic control for vertebrate fossil sites in\r\nChannel Islands National Park, California, USA: Examples from new\r\nMammuthus finds on San Miguel Island. Quaternary Research 443:129-139;;;
Mammuthus columbi;Mammuthus columbi;East Running Springs, San Miguel Island;34.04776;-120.423393;0.014;0.013;1;W;Late Pleistocene;;US;California;J.S. Pigati, D.R. Muhs, and JP McGeehin. 2017. On the importance of stratigraphic control for vertebrate fossil sites in\r\nChannel Islands National Park, California, USA: Examples from new\r\nMammuthus finds on San Miguel Island. Quaternary Research 443:129-139;;;
Mammuthus columbi;mammuthus columbi;Rancho La Brea Tar Pits;34.063207;-118.356973;0.04;0.12;3-1;;Late Pleistocene;;US;California;"Gold, David A.; Robinson, Jacqueline; Farrell, Aisling B.; Harris, John M.; Thalmann, Olaf; Jacobs, David K. (2014): Attempted DNA extraction from a Rancho La Brea Columbian mammoth (Mammuthus columbi): prospects for ancient DNA from asphalt deposits. In: Ecology and evolution 4 (4), S. 329–336. DOI: 10.1002/ece3.928.";;;
Mammuthus columbi;Mammuthus imperator;Rancho La Brea;34.0637;-118.356825;0.032;0.026;3-2;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Beverly Boulevard and Kilkea Drive;34.076071;-118.366956;0.24;0.012;7-5;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Plainview;34.116667;-101.616667;0.0098;0.0098;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Quitaque Creek;34.25;-100.5;0.035;0.0314;3;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Howard Ranch;34.366667;-99.75;0.016775;0.016775;2;K;;;;;;;;
Mammuthus columbi;Mammuthus imperator;Rock Creek Local Fauna;34.375;-101.125;1.9;0.15;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Carpinteria [LACM 139];34.385833;-119.505;0.04;0.01;3-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Acton Railroad Station, Soledad Canyon;34.492979;-118.137926;0.24;0.012;;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;North Tule Creek Local Fauna;34.5;-101.75;0.15;0.014;6-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;;34.5;-101.300003;1.8;0.3;64-11;NA;Irvingtonian;;US;Texas;;;;
Mammuthus columbi;Mammuthus imperator;;34.5;-101.300003;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;;34.5;-101.300003;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus columbi;Cooperton Mammoth [34KI26];34.75;-98.75;0.0204;0.017575;2;K;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Hazen Mammoth;34.783333;-91.583336;2.588;0.0117;;;Pleistocene;;US;Arkansas;;;;
Mammuthus columbi;Mammuthus imperator;Hazen Mammoth;34.783333;-91.583336;2.588;0.0117;;;Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Hazen Mammoth;34.783333;-91.583336;2.588;0.0117;;;Pleistocene;;US;Arkansas;;;;
Mammuthus columbi;Mammuthus columbi;Carrol Creek;34.866667;-100.866667;0.0329;0.0319;3;W;Late Pleistocene;;MX;;Kasper, Stephen (1992): Mammals from the Late Pleistocene Carrol Creek Local Fauna, Donley Co., Texas. In: The Southwestern Naturalist 37 (1), S. 54. DOI: 10.2307/3672147.;;;
Mammuthus columbi;Mammuthus columbi;Canyon Basin Local Fauna;34.980278;-101.918333;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Bull Draw;35;-101.900002;1.8;0.3;64-11;;Irvingtonian;;US;Texas;W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas. Wichita Falls, TX: Midwestern State University Press.;;;
Mammuthus columbi;Mammuthus imperator;Bull Draw;35;-101.900002;1.8;0.3;;;Irvingtonian;;US;;W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas. Wichita Falls, TX: Midwestern State University Press.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Bull Draw;35;-101.900002;1.8;0.3;;;Irvingtonian;;US;Texas;W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas. Wichita Falls, TX: Midwestern State University Press.;;;
Mammuthus columbi;Mammuthus columbi;Woody Draw;35;-101.900002;1.8;0.3;64-11;NA;Irvingtonian;;US;Texas;W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas. Wichita Falls, TX: Midwestern State University Press.;;;
Mammuthus columbi;Mammuthus imperator;Woody Draw;35;-101.900002;1.8;0.3;;;Irvingtonian;;US;;W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas. Wichita Falls, TX: Midwestern State University Press.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Woody Draw;35;-101.900002;1.8;0.3;;;Irvingtonian;;US;Texas;W. W. Dalquest and G. E. Schultz. 1992. Ice Age mammals of northwestern Texas. Wichita Falls, TX: Midwestern State University Press.;;;
Mammuthus columbi;Mammuthus columbi;Chickasha;35.0525;-97.936111;0.15;0.14;6;K;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Edith formation, Alberquerque;35.099998;-106.800003;0.075;0.011;5-1;;Wisconsinan;;;;S. G. Lucas, T. E. Williamson, and J. Sobus. 1993. Plio-Pleistocene stratigraphy, paleoecology, and mammalian biochronology, Tijeras Arroyo, Albuquerque area, New Mexico. New Mexico Geology 15(1):1-8;;;
Mammuthus columbi;Mammuthus imperator;Tijeras (NMMNH 1455);35.099998;-106.800003;1.8;0.3;;;Irvingtonian;;US;;S. G. Lucas, T. E. Williamson, and J. Sobus. 1993. Plio-Pleistocene stratigraphy, paleoecology, and mammalian biochronology, Tijeras Arroyo, Albuquerque area, New Mexico. New Mexico Geology 15(1):1-8;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Tijeras (NMMNH 1455);35.099998;-106.800003;1.8;0.3;;;Irvingtonian;;US;New Mexico;S. G. Lucas, T. E. Williamson, and J. Sobus. 1993. Plio-Pleistocene stratigraphy, paleoecology, and mammalian biochronology, Tijeras Arroyo, Albuquerque area, New Mexico. New Mexico Geology 15(1):1-8;;;
Mammuthus columbi;Mammuthus columbi;Albuquerque Gravel Products Quarry;35.116667;-106.5;0.11;0.115;5;W;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Phillips Pit [Winslow Gravels] [MNA138];35.116667;-110.616667;0.023;0.022;2;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Springer's Gravel Pit;35.116667;-106.616667;1.1;0.0115;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Bitter Springs Playa, Fort Irwin;35.253997;-116.698597;0.24;0.012;;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;McKittrick;35.316667;-119.616667;0.0405;0.0365;3;W;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Dove Springs;35.4;-118;0.0181;0.0151;2;K;Wisconsinan;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Galisteo;35.5;-106.199997;1.8;0.3;;;Irvingtonian;;US;New Mexico;A. H. Harris. 1993. Quaternary vertebrates of New Mexico. New Mexico Museum of Natural History Bulletin 2:179-197;;;
Mammuthus columbi;Mammuthus imperator;Galisteo;35.5;-106.199997;1.8;0.3;;;Irvingtonian;;US;;A. H. Harris. 1993. Quaternary vertebrates of New Mexico. New Mexico Museum of Natural History Bulletin 2:179-197;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Galisteo;35.5;-106.199997;1.8;0.3;;;Irvingtonian;;US;New Mexico;A. H. Harris. 1993. Quaternary vertebrates of New Mexico. New Mexico Museum of Natural History Bulletin 2:179-197;;;
Mammuthus columbi;Mammuthus imperator;Southern Great Basin SB36C;35.667222;-105.964444;1.8;0.9;;;;;US;;;;;
Mammuthus columbi;Mammuthus imperator;Southern Great Basin SB37F;35.667222;-105.964444;1.8;0.9;;;;;US;;;;;
Mammuthus columbi;Mammuthus columbi;Southern Great Basin, Bermont fm;35.668807;-105.943212;1.8;0.9;;;Irvingtonian-1;;US;New Mexico;;;;
Mammuthus columbi;Mammuthus columbi;Southern Great Basin, Nashu fm;35.668807;-105.943212;1.8;0.9;;;Irvingtonian-1;;US;New Mexico;;;;
Mammuthus columbi;Mammuthus imperator;Taylor;35.799999;-110.099998;1.8;0.3;;;Irvingtonian;;US;;C. T. Madden. 1986. StegomastodonÂ associated withÂ MammuthusÂ in Arizona during the Quaternary. Quaternary Research 26(2):266-271;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Taylor;35.799999;-110.099998;1.8;0.3;;;Irvingtonian;;US;Arizona;C. T. Madden. 1986. StegomastodonÂ associated withÂ MammuthusÂ in Arizona during the Quaternary. Quaternary Research 26(2):266-271;;;
Mammuthus columbi;Mammuthus columbi;White River;35.81272;-118.843056;0.24;0.012;7-1;NA;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Tecopa Basin;35.839674;-116.192177;0.24;0.13;6;K;Illinoian;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Canadian Local Fauna;35.875;-100.375;0.0356;0.0349;10;K;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Dudley Ridge;35.941944;-119.782778;0.012;0.0114;1;W;Greenlandian;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Shoshone Zoo;36.099998;-117.900002;0.191;0.13;6;K;Illinoian;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus imperator;Shoshone Zoo;36.099998;-117.900002;1.8;0.3;;;Irvingtonian;;US;;G. T. Jefferson. 1991. A catalogue of late Quaternary Vertebrates from California: Part Two, Mammals. Natural History Museum of Los Angeles County Technical Reports 7:1-129;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Shoshone Zoo;36.099998;-117.900002;1.8;0.3;;;Irvingtonian;;US;California;G. T. Jefferson. 1991. A catalogue of late Quaternary Vertebrates from California: Part Two, Mammals. Natural History Museum of Los Angeles County Technical Reports 7:1-129;;;
Mammuthus columbi;Mammuthus columbi;Mora Mammoth;36.116667;-105.25;0.05;0.04;3;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Canton Lake;36.116669;-98.633331;0.19;0.13;6;K;Illinoian Glacial Stage;;US;Oklahoma;C. L. Gordon and N. J. Czaplewski. 1998. Second record of the Pleistocene saber-toothed cat, Smilodon fatalis, in Oklahoma. Proceedings of the Oklahoma Academy of Science 78:133-135;;;
Mammuthus columbi;Mammuthus imperator;Canton Lake;36.116669;-98.633331;0.3;0.012;;;Rancholabrean;;US;;C. L. Gordon and N. J. Czaplewski. 1998. Second record of the Pleistocene saber-toothed cat, Smilodon fatalis, in Oklahoma. Proceedings of the Oklahoma Academy of Science 78:133-135;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Canton Lake;36.116669;-98.633331;0.3;0.012;;;Rancholabrean;;US;Oklahoma;C. L. Gordon and N. J. Czaplewski. 1998. Second record of the Pleistocene saber-toothed cat, Smilodon fatalis, in Oklahoma. Proceedings of the Oklahoma Academy of Science 78:133-135;;;
Mammuthus columbi;Mammuthus columbi;Painter Ranch;36.116669;-97.900002;2.588;0.0117;;;Pleistocene;;US;Oklahoma;E. D. Cope. 1893. A new Plistocene sabre-tooth. American Naturalist 27:896-897;;;
Mammuthus columbi;Mammuthus imperator;Painter Ranch;36.116669;-97.900002;2.588;0.0117;;;Pleistocene;;US;;E. D. Cope. 1893. A new Plistocene sabre-tooth. American Naturalist 27:896-897;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Painter Ranch;36.116669;-97.900002;2.588;0.0117;;;Pleistocene;;US;Oklahoma;E. D. Cope. 1893. A new Plistocene sabre-tooth. American Naturalist 27:896-897;;;
Mammuthus columbi;Mammuthus columbi;Tule Springs;36.316667;-115.189722;0.1;0.0125;5-1;;Late Pleistocene;;US;Nevada;"Scott, Eric; Springer, Kathleen B.; Sagebiel, James C. (2017): The Tule Springs local fauna: Rancholabrean vertebrates from the Las Vegas Formation, Nevada. In: Quaternary International 443, S. 105–121. DOI: 10.1016/j.quaint.2017.06.001.";;;
Mammuthus columbi;Mammuthus columbi;LVNHM BLM 2019.004 Fairbanks Spring Mammoth;36.501389;-116.336945;0.126;0.0117;5-1;;Late Pleistocene;;US;Nevada;L. E. Parry and S. M. Rowland. 2022. Excavation of a mammoth (Mammuthus sp.) from groundwater discharge deposits in Amargosa Valley, Nevada.  In D. M. Miller (ed.), Volcanoes in the Mojave, Desert Symposium Field Guide and Proceedings 2022:231-237;;;
Mammuthus columbi;Mammuthus imperator;LVNHM BLM 2019.004 Fairbanks Spring Mammoth;36.501389;-116.336945;0.126;0.0117;5-1;;Late Pleistocene;;US;;L. E. Parry and S. M. Rowland. 2022. Excavation of a mammoth (Mammuthus sp.) from groundwater discharge deposits in Amargosa Valley, Nevada.  In D. M. Miller (ed.), Volcanoes in the Mojave, Desert Symposium Field Guide and Proceedings 2022:231-237;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;LVNHM BLM 2019.004 Fairbanks Spring Mammoth;36.501389;-116.336945;0.126;0.0117;;;Late Pleistocene;;US;Nevada;L. E. Parry and S. M. Rowland. 2022. Excavation of a mammoth (Mammuthus sp.) from groundwater discharge deposits in Amargosa Valley, Nevada.  In D. M. Miller (ed.), Volcanoes in the Mojave, Desert Symposium Field Guide and Proceedings 2022:231-237;;;
Mammuthus columbi;Mammuthus columbi;Afton Local Fauna;36.693611;-94.962778;0.15;0.14;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Elm Creek Local Fauna [Prairie Dogtown/Gregg Ranch];36.75;-100.616667;0.01163;0.01141;1;W;Early Holocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Bird Creek, San Benito River Valley;36.783719;-121.372677;0.24;0.012;;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Berends;36.799999;-100.5;0.191;0.13;6;K;Illinoian;;US;Oklahoma;Starrett, A. (1956): Pleistocene mammals of the Berends fauna of Oklahoma. In: Journal of Paleontology (30), S. 1187–1192.;;;
Mammuthus columbi;Mammuthus imperator;Berends;36.799999;-100.5;1.8;0.3;;;Irvingtonian;;US;;A. Starrett. 1956. Â Pleistocene Mammals of the Berends Fauna of Oklahoma. Journal of Paleontology 30(5):1187-1192;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Berends;36.799999;-100.5;1.8;0.3;;;Irvingtonian;;US;Oklahoma;A. Starrett. 1956. Â Pleistocene Mammals of the Berends Fauna of Oklahoma. Journal of Paleontology 30(5):1187-1192;;;
Mammuthus columbi;Mammuthus imperator;Prairie Dog Town Site;36.799999;-100.683334;0.126;0.0117;5-1;;Late Pleistocene;;US;;W. W. Dalquest and J. A. Baskin. 1992. Mammals of the Elm Creek Local Fauna, Late Pleistocene of Beaver County, Oklahoma. American Midland Naturalist 127:13-20;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Prairie Dog Town Site;36.799999;-100.683334;0.126;0.0117;;;Late Pleistocene;;US;Oklahoma;W. W. Dalquest and J. A. Baskin. 1992. Mammals of the Elm Creek Local Fauna, Late Pleistocene of Beaver County, Oklahoma. American Midland Naturalist 127:13-20;;;
Mammuthus columbi;Mammuthus columbi;Prairie Dog Town Site, elm Creek;36.799999;-100.683334;0.01152;0.0113;1;W;Late Pleistocene;;US;Oklahoma;W. W. Dalquest and J. A. Baskin. 1992. Mammals of the Elm Creek Local Fauna, Late Pleistocene of Beaver County, Oklahoma. American Midland Naturalist 127:13-20;;;
Mammuthus columbi;Mammuthus columbi;Saltville Quarry;36.8815;-81.76206;0.02;0.012;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus imperator;Saltville;36.9575;-81.769165;0.126;0.0117;5-1;;Late Pleistocene;;US;;C. A. M. France, P. M. Zelanko, and A. J. Kaufman, T. R. Holtz. 2007. Carbon and nitrogen isotopic analysis of Pleistocene mammals from the Saltville Quarry (Virginia, USA): Implications for trophic relationships. Palaeogeography, Palaeoclimatology, Palaeoecology 249:271-282;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Saltville;36.9575;-81.769165;0.126;0.0117;;;Late Pleistocene;;US;Virginia;C. A. M. France, P. M. Zelanko, and A. J. Kaufman, T. R. Holtz. 2007. Carbon and nitrogen isotopic analysis of Pleistocene mammals from the Saltville Quarry (Virginia, USA): Implications for trophic relationships. Palaeogeography, Palaeoclimatology, Palaeoecology 249:271-282;;;
Mammuthus columbi;Mammuthus columbi;Saltville Qaurry;36.9575;-81.769165;0.115;0.012;5.4-1;;Late Pleistocene;;US;Virginia;C. A. M. France, P. M. Zelanko, and A. J. Kaufman, T. R. Holtz. 2007. Carbon and nitrogen isotopic analysis of Pleistocene mammals from the Saltville Quarry (Virginia, USA): Implications for trophic relationships. Palaeogeography, Palaeoclimatology, Palaeoecology 249:271-282;;;
Mammuthus columbi;Mammuthus columbi;Desert Dry Lake Mammoth Site;36.9775;-115.225556;0.15;0.14;6;K;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Nye Sink;36.983334;-100.333336;0.126;0.0117;5-1;;Late Pleistocene;;US;Oklahoma;W. A. Lunk. 1952. A hooded merganser from the late Pleistocene of Oklahoma. Condor 54:316-317;;;
Mammuthus columbi;Mammuthus imperator;Nye Sink;36.983334;-100.333336;0.126;0.0117;5-1;;Late Pleistocene;;US;;W. A. Lunk. 1952. A hooded merganser from the late Pleistocene of Oklahoma. Condor 54:316-317;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Nye Sink;36.983334;-100.333336;0.126;0.0117;;;Late Pleistocene;;US;Oklahoma;W. A. Lunk. 1952. A hooded merganser from the late Pleistocene of Oklahoma. Condor 54:316-317;;;
Mammuthus columbi;Mammuthus columbi;Fairmead Landfill;37.056667;-120.195831;1.8;0.3;64-11;;Irvingtonian;;US;California;;;;
Mammuthus columbi;Mammuthus imperator;Fairmead Landfill;37.056667;-120.195831;1.8;0.3;;;Irvingtonian;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Fairmead Landfill;37.056667;-120.195831;1.8;0.3;;;Irvingtonian;;US;California;;;;
Mammuthus columbi;Mammuthus imperator;Arkalon;37.099998;-100.900002;1.8;0.3;;;Irvingtonian;;US;;C. T. Madden. 1983. More earliest isotopically datedÂ MammuthusÂ from North America. Quaternary Research 19(2):275-277;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Arkalon;37.099998;-100.900002;1.8;0.3;;;Irvingtonian;;US;Kansas;C. T. Madden. 1983. More earliest isotopically datedÂ MammuthusÂ from North America. Quaternary Research 19(2):275-277;;;
Mammuthus columbi;Mammuthus columbi;Año Nuevo State Reserve;37.119237;-122.330703;0.283;0.275;8;K;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus imperator;Mesa De Maya;37.125;-103.5;3.6;2.6;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Cragin Quarry Locality 1;37.200001;-100.300003;1.8;0.3;64-11;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus imperator;Cragin Quarry Locality 1;37.200001;-100.300003;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Cragin Quarry Locality 1;37.200001;-100.300003;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus columbi;Jinglebob;37.200001;-100.300003;0.125;0.075;5;W;Sangamonian;;US;Kansas;C. W. Hibbard and D. W. Taylor. 1960. Two Late Pleistocene Faunas from Southwestern Kansas. Contributions from the Museum of Paleontology, University of Michigan 16(1):1-223;;;
Mammuthus columbi;Mammuthus imperator;Jinglebob;37.200001;-100.300003;0.126;0.0117;5-1;;Late Pleistocene;;US;;C. W. Hibbard and D. W. Taylor. 1960. Two Late Pleistocene Faunas from Southwestern Kansas. Contributions from the Museum of Paleontology, University of Michigan 16(1):1-223;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Jinglebob;37.200001;-100.300003;0.126;0.0117;;;Late Pleistocene;;US;Kansas;C. W. Hibbard and D. W. Taylor. 1960. Two Late Pleistocene Faunas from Southwestern Kansas. Contributions from the Museum of Paleontology, University of Michigan 16(1):1-223;;;
Mammuthus columbi;Mammuthus columbi;Mesa de Maya;37.299999;-105;0.126;0.0117;5-1;;Late Pleistocene;;US;Colorado;M. W. Hager. 1975. Late Pliocene and Pleistocene history of the Donnelly Ranch vertebrate fauna, southeastern Colorado. Contributions to Geology, Special Paper 2:3-62;;;
Mammuthus columbi;Mammuthus imperator;Mesa de Maya;37.299999;-105;0.126;0.0117;5-1;;Late Pleistocene;;US;;M. W. Hager. 1975. Late Pliocene and Pleistocene history of the Donnelly Ranch vertebrate fauna, southeastern Colorado. Contributions to Geology, Special Paper 2:3-62;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Mesa de Maya;37.299999;-105;0.126;0.0117;;;Late Pleistocene;;US;Colorado;M. W. Hager. 1975. Late Pliocene and Pleistocene history of the Donnelly Ranch vertebrate fauna, southeastern Colorado. Contributions to Geology, Special Paper 2:3-62;;;
Mammuthus columbi;Mammuthus columbi;Sunnyvale Sewer, Sunnyvale;37.366667;-121.866667;0.075;0.012;5-1;;Wisconsinan;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;UCMP V99597, SCVWD Mammoth;37.38361;-121.937225;2.588;0.0117;;;Pleistocene;;US;California;;;;
Mammuthus columbi;Mammuthus imperator;UCMP V99597, SCVWD Mammoth;37.38361;-121.937225;2.588;0.0117;;;Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;UCMP V99597, SCVWD Mammoth;37.38361;-121.937225;2.588;0.0117;;;Pleistocene;;US;California;;;;
Mammuthus columbi;Mammuthus columbi;USGS M1227 Mountain View Dump;37.421112;-122.013885;0.3;0.012;8-1;;Rancholabrean;;US;California;;;;
Mammuthus columbi;Mammuthus imperator;USGS M1227 Mountain View Dump;37.421112;-122.013885;0.3;0.012;;;Rancholabrean;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;USGS M1227 Mountain View Dump;37.421112;-122.013885;0.3;0.012;;;Rancholabrean;;US;California;;;;
Mammuthus columbi;Mammuthus columbi;Mountain View Dump [USGS 1227];37.428333;-122.088333;0.025;0.02;2;K;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Shorts Creek;37.483334;-100.666664;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Shorts Creek;37.483334;-100.666664;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Shorts Creek;37.483334;-100.666664;0.126;0.0117;;;Late Pleistocene;;;;;;;
